feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_1277_gene	GW101-3H11_contig_1_1277	Urease accessory protein UreF	Unknown	2.00		
1_4331_gene	GW101-3H11_contig_1_4331	Probable two-component sensor, near polyamine transporter	CytoplasmicMembrane	7.88		
1_50_gene	GW101-3H11_contig_1_50	ribonuclease H	Unknown	2.00		
1_4793_gene	GW101-3H11_contig_1_4793	Transcriptional regulator, AcrR family	Cytoplasmic	9.26		
1_4248_gene	GW101-3H11_contig_1_4248	Transcriptional regulator, AcrR family	Cytoplasmic	9.26		
1_832_gene	GW101-3H11_contig_1_832	Transcriptional regulator, AcrR family	Cytoplasmic	9.26		
1_4705_gene	GW101-3H11_contig_1_4705	Transcriptional regulator, AcrR family	Unknown	2.00		
1_1334_gene	GW101-3H11_contig_1_1334	Transcriptional regulator, AcrR family	Cytoplasmic	9.26		
1_30_gene	GW101-3H11_contig_1_30	Transcriptional regulator, AcrR family	Cytoplasmic	9.26		
1_78_gene	GW101-3H11_contig_1_78	Transcriptional regulator, AcrR family	Cytoplasmic	8.96		
1_794_gene	GW101-3H11_contig_1_794	Transcriptional regulator, AcrR family	Cytoplasmic	9.97		
1_1321_gene	GW101-3H11_contig_1_1321	Transcriptional regulator, AcrR family	Cytoplasmic	9.26		
1_1301_gene	GW101-3H11_contig_1_1301	Transcriptional regulator, AcrR family	Cytoplasmic	9.97		
1_3041_gene	GW101-3H11_contig_1_3041	Transcriptional regulator, AcrR family	Unknown	2.00		
1_553_gene	GW101-3H11_contig_1_553	Transcriptional regulator, AcrR family	Cytoplasmic	9.26		
1_505_gene	GW101-3H11_contig_1_505	Transcriptional regulator, AcrR family	Cytoplasmic	8.96		
1_205_gene	GW101-3H11_contig_1_205	Transcriptional regulator, AcrR family	Cytoplasmic	8.96		
1_1010_gene	GW101-3H11_contig_1_1010	Transcriptional regulator, AcrR family	Unknown	2.00		
1_272_gene	GW101-3H11_contig_1_272	Transcriptional regulator, AcrR family	Cytoplasmic	9.97		
1_201_gene	GW101-3H11_contig_1_201	Transcriptional regulator, AcrR family	Cytoplasmic	9.26		
1_478_gene	GW101-3H11_contig_1_478	Transcriptional regulator, AcrR family	Cytoplasmic	9.97		
1_4773_gene	GW101-3H11_contig_1_4773	Transcriptional regulator, AcrR family	Cytoplasmic	9.97		
1_3240_gene	GW101-3H11_contig_1_3240	Transcriptional regulator, AcrR family	Cytoplasmic	9.26		
1_2580_gene	GW101-3H11_contig_1_2580	Transcriptional regulator, AcrR family	Cytoplasmic	8.96		
1_1707_gene	GW101-3H11_contig_1_1707	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)	Periplasmic	10.00		
1_1708_gene	GW101-3H11_contig_1_1708	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)	Periplasmic	9.76		
1_1598_gene	GW101-3H11_contig_1_1598	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)	Periplasmic	9.76		
1_153_gene	GW101-3H11_contig_1_153	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)	Periplasmic	10.00		
1_383_gene	GW101-3H11_contig_1_383	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)	Periplasmic	10.00		
1_2790_gene	GW101-3H11_contig_1_2790	Probable integrase/recombinase protein	Cytoplasmic	9.26		
1_591_gene	GW101-3H11_contig_1_591	Probable integrase/recombinase protein	Cytoplasmic	9.26		
1_404_gene	GW101-3H11_contig_1_404	Response regulator CreB of two-component signal transduction system CreBC	Cytoplasmic	9.97		
1_1329_gene	GW101-3H11_contig_1_1329	L-threonate/D-erythronate, proton symporter	CytoplasmicMembrane	10.00		
1_2457_gene	GW101-3H11_contig_1_2457	FIG00978337: hypothetical protein	Unknown	2.00		
1_3502_gene	GW101-3H11_contig_1_3502	FIG016502: iron uptake protein	CytoplasmicMembrane	10.00		
1_1716_gene	GW101-3H11_contig_1_1716	Small-conductance mechanosensitive channel; Potassium efflux system KefA protein	CytoplasmicMembrane	10.00		
1_3726_gene	GW101-3H11_contig_1_3726	Small-conductance mechanosensitive channel	CytoplasmicMembrane	10.00		
1_3479_gene	GW101-3H11_contig_1_3479	3-fumarylpyruvate hydrolase (EC 3.7.1.20)	Cytoplasmic	9.26		
1_3914_gene	GW101-3H11_contig_1_3914	YciO protein, TsaC/YrdC paralog	Cytoplasmic	8.96		
1_4169_gene	GW101-3H11_contig_1_4169	Ribosomal protein L11 methyltransferase	Cytoplasmic	9.26		
1_2910_gene	GW101-3H11_contig_1_2910	Arsenical-resistance protein ACR3	CytoplasmicMembrane	10.00		
1_620_gene	GW101-3H11_contig_1_620	Arsenical-resistance protein ACR3	CytoplasmicMembrane	10.00		
1_3140_gene	GW101-3H11_contig_1_3140	Uncharacterized UPF0750 membrane protein	CytoplasmicMembrane	10.00		
1_3967_gene	GW101-3H11_contig_1_3967	Uncharacterized UPF0750 membrane protein	CytoplasmicMembrane	10.00		
1_645_gene	GW101-3H11_contig_1_645	Periplasmic mercury(+2) binding protein, MerP	CytoplasmicMembrane	9.97		
1_947_gene	GW101-3H11_contig_1_947	General secretion pathway protein N	CytoplasmicMembrane	9.86		
1_2796_gene	GW101-3H11_contig_1_2796	FIG00640418: hypothetical protein	Cytoplasmic	8.96		
1_2725_gene	GW101-3H11_contig_1_2725	TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter	CytoplasmicMembrane	10.00		
1_1515_gene	GW101-3H11_contig_1_1515	TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter	CytoplasmicMembrane	10.00		
1_4774_gene	GW101-3H11_contig_1_4774	TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter	CytoplasmicMembrane	10.00		
1_874_gene	GW101-3H11_contig_1_874	TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter	CytoplasmicMembrane	10.00		
1_320_gene	GW101-3H11_contig_1_320	Transcriptional regulator, YafY family	Cytoplasmic	8.96		
1_4706_gene	GW101-3H11_contig_1_4706	Transcriptional regulator, YafY family	Unknown	2.00		
1_2386_gene	GW101-3H11_contig_1_2386	Transcriptional regulator, YafY family	Unknown	2.00		
1_4330_gene	GW101-3H11_contig_1_4330	COG0840: Methyl-accepting chemotaxis protein	Unknown	2.00		
1_4787_gene	GW101-3H11_contig_1_4787	Amine oxidase, flavin-containing	Unknown	2.00		
1_4198_gene	GW101-3H11_contig_1_4198	5'-nucleotidase (EC 3.1.3.5)	Unknown	2.00		
1_970_gene	GW101-3H11_contig_1_970	5'-nucleotidase (EC 3.1.3.5)	Periplasmic	9.76		
1_1865_gene	GW101-3H11_contig_1_1865	5'-nucleotidase (EC 3.1.3.5)	Periplasmic	9.76		
1_3018_gene	GW101-3H11_contig_1_3018	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	CytoplasmicMembrane	10.00		
1_189_gene	GW101-3H11_contig_1_189	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	CytoplasmicMembrane	10.00		
1_2845_gene	GW101-3H11_contig_1_2845	tRNA pseudouridine(32) synthase (EC 5.4.99.28); LSU rRNA pseudouridine(746) synthase (EC 5.4.99.29)	Cytoplasmic	9.26		
1_3100_gene	GW101-3H11_contig_1_3100	Dihydropteroate synthase (EC 2.5.1.15)	Cytoplasmic	9.97		
1_3439_gene	GW101-3H11_contig_1_3439	Ligand-binding SRPBCC domain protein family	Unknown	2.00		
1_4323_gene	GW101-3H11_contig_1_4323	Bis-ABC ATPase Uup	Cytoplasmic	9.97		
1_2727_gene	GW101-3H11_contig_1_2727	TRAP-type C4-dicarboxylate transport system, periplasmic component	Periplasmic	9.76		
1_4102_gene	GW101-3H11_contig_1_4102	TRAP-type C4-dicarboxylate transport system, periplasmic component	Periplasmic	9.76		
1_1518_gene	GW101-3H11_contig_1_1518	TRAP-type C4-dicarboxylate transport system, periplasmic component	Periplasmic	9.76		
1_3888_gene	GW101-3H11_contig_1_3888	TRAP-type C4-dicarboxylate transport system, periplasmic component	Unknown	2.50		
1_4776_gene	GW101-3H11_contig_1_4776	TRAP-type C4-dicarboxylate transport system, periplasmic component	Periplasmic	9.76		
1_989_gene	GW101-3H11_contig_1_989	TRAP-type C4-dicarboxylate transport system, periplasmic component	Periplasmic	10.00		
1_2825_gene	GW101-3H11_contig_1_2825	5-oxoprolinase (EC 3.5.2.9), HyuB-like domain; 5-oxoprolinase (EC 3.5.2.9), HyuA-like domain	Unknown	2.00		
1_2211_gene	GW101-3H11_contig_1_2211	5-oxoprolinase (EC 3.5.2.9), HyuB-like domain; 5-oxoprolinase (EC 3.5.2.9), HyuA-like domain	Unknown	2.00		
1_4075_gene	GW101-3H11_contig_1_4075	ATPase associated with various cellular activities, AAA_5	Cytoplasmic	8.96		
1_3343_gene	GW101-3H11_contig_1_3343	ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate)	CytoplasmicMembrane	7.88		
1_665_gene	GW101-3H11_contig_1_665	ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate)	CytoplasmicMembrane	7.88		
1_3383_gene	GW101-3H11_contig_1_3383	ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate)	CytoplasmicMembrane	10.00		
1_281_gene	GW101-3H11_contig_1_281	ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate)	Unknown	6.29	(This protein may have multiple localization sites.)	
1_77_gene	GW101-3H11_contig_1_77	ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate)	CytoplasmicMembrane	7.88		
1_860_gene	GW101-3H11_contig_1_860	ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate)	Unknown	6.29	(This protein may have multiple localization sites.)	
1_4419_gene	GW101-3H11_contig_1_4419	Alkaline induced inner membrane protein Alx	CytoplasmicMembrane	10.00		
1_2264_gene	GW101-3H11_contig_1_2264	Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)	Cytoplasmic	9.26		
1_3871_gene	GW101-3H11_contig_1_3871	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	Cytoplasmic	9.26		
1_986_gene	GW101-3H11_contig_1_986	Transketolase, N-terminal section (EC 2.2.1.1)	Cytoplasmic	9.26		
1_2038_gene	GW101-3H11_contig_1_2038	Quinone oxidoreductase (EC 1.6.5.5)	Cytoplasmic	8.96		
1_3885_gene	GW101-3H11_contig_1_3885	Quinone oxidoreductase (EC 1.6.5.5)	Cytoplasmic	9.97		
1_2282_gene	GW101-3H11_contig_1_2282	Quinone oxidoreductase (EC 1.6.5.5)	Cytoplasmic	9.26		
1_3618_gene	GW101-3H11_contig_1_3618	Quinone oxidoreductase (EC 1.6.5.5)	Cytoplasmic	9.97		
1_1556_gene	GW101-3H11_contig_1_1556	Flagellar transcriptional activator FlhD	Cytoplasmic	9.26		
1_2247_gene	GW101-3H11_contig_1_2247	Phytanoyl-CoA dioxygenase	Unknown	2.00		
1_3677_gene	GW101-3H11_contig_1_3677	LSU ribosomal protein L9p	Cytoplasmic	9.97		
1_605_gene	GW101-3H11_contig_1_605	Superoxide dismutase [Fe] (EC 1.15.1.1); Superoxide dismutase ChrC; Superoxide dismutase [Mn] (EC 1.15.1.1)	Extracellular	9.64		
1_2419_gene	GW101-3H11_contig_1_2419	Superoxide dismutase [Fe] (EC 1.15.1.1)	Periplasmic	10.00		
1_2598_gene	GW101-3H11_contig_1_2598	Superoxide dismutase [Fe] (EC 1.15.1.1); Superoxide dismutase ChrC; Superoxide dismutase [Mn] (EC 1.15.1.1)	Periplasmic	9.44		
1_2353_gene	GW101-3H11_contig_1_2353	Superoxide dismutase [Mn] (EC 1.15.1.1)	Periplasmic	9.44		
1_3304_gene	GW101-3H11_contig_1_3304	Cytochrome c551/c552	Periplasmic	10.00		
1_4812_gene	GW101-3H11_contig_1_4812	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	Unknown	2.00		
1_513_gene	GW101-3H11_contig_1_513	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	Cytoplasmic	9.97		
1_8_gene	GW101-3H11_contig_1_8	FIG007317: Chromosome segregation protein SMC-like	Cytoplasmic	8.96		
1_2364_gene	GW101-3H11_contig_1_2364	Cytosine deaminase (EC 3.5.4.1)	Cytoplasmic	9.97		
1_1318_gene	GW101-3H11_contig_1_1318	Cytosine deaminase (EC 3.5.4.1)	Cytoplasmic	9.97		
1_4685_gene	GW101-3H11_contig_1_4685	Adenylate cyclase (EC 4.6.1.1)	CytoplasmicMembrane	10.00		
1_2236_gene	GW101-3H11_contig_1_2236	Adenylate cyclase (EC 4.6.1.1)	CytoplasmicMembrane	7.88		
1_3924_gene	GW101-3H11_contig_1_3924	Adenylate cyclase (EC 4.6.1.1)	CytoplasmicMembrane	10.00		
1_1305_gene	GW101-3H11_contig_1_1305	Adenylate cyclase (EC 4.6.1.1)	Cytoplasmic	8.96		
1_2717_gene	GW101-3H11_contig_1_2717	Adenylate cyclase (EC 4.6.1.1)	Cytoplasmic	8.96		
1_693_gene	GW101-3H11_contig_1_693	Adenylate cyclase (EC 4.6.1.1)	Cytoplasmic	8.96		
1_3919_gene	GW101-3H11_contig_1_3919	Adenylate cyclase (EC 4.6.1.1)	CytoplasmicMembrane	10.00		
1_2991_gene	GW101-3H11_contig_1_2991	Adenylate cyclase (EC 4.6.1.1)	Unknown	2.00		
1_4755_gene	GW101-3H11_contig_1_4755	Adenylate cyclase (EC 4.6.1.1)	CytoplasmicMembrane	10.00		
1_2903_gene	GW101-3H11_contig_1_2903	GCN5-related N-acetyltransferase	Cytoplasmic	9.26		
1_324_gene	GW101-3H11_contig_1_324	GCN5-related N-acetyltransferase	Unknown	2.00		
1_3059_gene	GW101-3H11_contig_1_3059	GCN5-related N-acetyltransferase	Unknown	2.50		
1_913_gene	GW101-3H11_contig_1_913	Protein of unknown function DUF484	Unknown	2.00		
1_1912_gene	GW101-3H11_contig_1_1912	DNA-binding transcriptional regulator, MocR family; aminotransferase domain	Cytoplasmic	9.97		
1_3865_gene	GW101-3H11_contig_1_3865	DNA-binding transcriptional regulator, MocR family; aminotransferase domain	Cytoplasmic	9.97		
1_4385_gene	GW101-3H11_contig_1_4385	DNA-binding transcriptional regulator, MocR family; aminotransferase domain	Cytoplasmic	9.26		
1_1071_gene	GW101-3H11_contig_1_1071	DNA-binding transcriptional regulator, MocR family; aminotransferase domain	Cytoplasmic	9.97		
1_4366_gene	GW101-3H11_contig_1_4366	Flagellar biosynthesis protein FlhF	Unknown	2.00		
1_409_gene	GW101-3H11_contig_1_409	Magnesium and cobalt transport protein CorA	CytoplasmicMembrane	9.82		
1_4640_gene	GW101-3H11_contig_1_4640	Magnesium and cobalt transport protein CorA	CytoplasmicMembrane	9.99		
1_2342_gene	GW101-3H11_contig_1_2342	DinG family ATP-dependent helicase YoaA	Cytoplasmic	9.97		
1_352_gene	GW101-3H11_contig_1_352	AmpG permease	CytoplasmicMembrane	10.00		
1_3647_gene	GW101-3H11_contig_1_3647	2-oxo-hepta-3-ene-1,7-dioic acid hydratase (EC 4.2.-.-)	Cytoplasmic	8.96		
1_1149_gene	GW101-3H11_contig_1_1149	2-oxo-hepta-3-ene-1,7-dioic acid hydratase (EC 4.2.-.-)	Cytoplasmic	8.96		
1_4158_gene	GW101-3H11_contig_1_4158	Signal recognition particle protein Ffh	CytoplasmicMembrane	7.88		
1_4360_gene	GW101-3H11_contig_1_4360	Flagellar motor rotation protein MotA	CytoplasmicMembrane	10.00		
1_3913_gene	GW101-3H11_contig_1_3913	FIG00031715: Predicted metal-dependent phosphoesterases (PHP family)	Cytoplasmic	9.97		
1_4481_gene	GW101-3H11_contig_1_4481	Putative ring-cleaving dioxygenase	Cytoplasmic	9.26		
1_117_gene	GW101-3H11_contig_1_117	FIG01199237: hypothetical protein	Unknown	2.50		
1_559_gene	GW101-3H11_contig_1_559	Ornithine cyclodeaminase (EC 4.3.1.12)	Cytoplasmic	9.26		
1_4924_gene	GW101-3H11_contig_1_4924	Uncharacterized protease YhbU	Cytoplasmic	8.96		
1_1366_gene	GW101-3H11_contig_1_1366	Sensory box protein/GGDEF family protein	CytoplasmicMembrane	9.76		
1_2075_gene	GW101-3H11_contig_1_2075	Sensory box/GGDEF family protein	CytoplasmicMembrane	7.88		
1_1627_gene	GW101-3H11_contig_1_1627	Sensory box/GGDEF family protein	CytoplasmicMembrane	7.88		
1_3096_gene	GW101-3H11_contig_1_3096	Sensory box/GGDEF family protein	CytoplasmicMembrane	10.00		
1_3097_gene	GW101-3H11_contig_1_3097	Sensory box/GGDEF family protein	CytoplasmicMembrane	7.88		
1_2674_gene	GW101-3H11_contig_1_2674	Sensory box/GGDEF family protein	CytoplasmicMembrane	10.00		
1_3788_gene	GW101-3H11_contig_1_3788	Sensory box/GGDEF family protein	CytoplasmicMembrane	10.00		
1_1021_gene	GW101-3H11_contig_1_1021	Sensory box/GGDEF family protein	CytoplasmicMembrane	7.88		
1_702_gene	GW101-3H11_contig_1_702	Sensory box/GGDEF family protein	CytoplasmicMembrane	7.88		
1_4626_gene	GW101-3H11_contig_1_4626	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	Cytoplasmic	8.96		
1_4485_gene	GW101-3H11_contig_1_4485	LSU ribosomal protein L17p	Cytoplasmic	9.26		
1_425_gene	GW101-3H11_contig_1_425	SSU ribosomal protein S19p (S15e)	Cytoplasmic	9.26		
1_2722_gene	GW101-3H11_contig_1_2722	D-amino-acid oxidase (EC 1.4.3.3)	Unknown	2.00		
1_3666_gene	GW101-3H11_contig_1_3666	Molybdopterin synthase sulfur carrier subunit	Unknown	2.00		
1_4157_gene	GW101-3H11_contig_1_4157	putative membrane protein of unknown function	CytoplasmicMembrane	9.86		
1_1710_gene	GW101-3H11_contig_1_1710	Membrane-bound lytic murein transglycosylase B	CytoplasmicMembrane	9.97		
1_2347_gene	GW101-3H11_contig_1_2347	Membrane-bound lytic murein transglycosylase B	CytoplasmicMembrane	9.97		
1_157_gene	GW101-3H11_contig_1_157	Calcium-binding EF-hand-containing protein	Unknown	2.50		
1_1731_gene	GW101-3H11_contig_1_1731	RuBisCO operon transcriptional regulator CbbR	Cytoplasmic	9.97		
1_1590_gene	GW101-3H11_contig_1_1590	Carbon monoxide oxidation accessory protein CoxG	Unknown	2.00		
1_2366_gene	GW101-3H11_contig_1_2366	Lactoylglutathione lyase (EC 4.4.1.5)	Unknown	2.00		
1_2908_gene	GW101-3H11_contig_1_2908	Lactoylglutathione lyase (EC 4.4.1.5); Cadmium-induced protein CadI	Unknown	2.00		
1_2549_gene	GW101-3H11_contig_1_2549	Lactoylglutathione lyase (EC 4.4.1.5)	Cytoplasmic	9.26		
1_532_gene	GW101-3H11_contig_1_532	FIG00932573: hypothetical protein	Unknown	2.00		
1_3873_gene	GW101-3H11_contig_1_3873	Acyl-CoA dehydrogenase, long-chain specific (EC 1.3.8.8)	Cytoplasmic	9.26		
1_2073_gene	GW101-3H11_contig_1_2073	Acyl-CoA dehydrogenase, long-chain specific (EC 1.3.8.8)	Cytoplasmic	9.26		
1_4286_gene	GW101-3H11_contig_1_4286	2-hydroxychromene-2-carboxylate isomerase	Unknown	2.00		
1_2370_gene	GW101-3H11_contig_1_2370	Nucleoside ABC transporter, ATP-binding protein	CytoplasmicMembrane	10.00		
1_1371_gene	GW101-3H11_contig_1_1371	Nucleoside ABC transporter, ATP-binding protein	CytoplasmicMembrane	10.00		
1_4695_gene	GW101-3H11_contig_1_4695	probable iron-sulfur binding protein YPO1417	CytoplasmicMembrane	9.82		
1_4696_gene	GW101-3H11_contig_1_4696	Glutathione S-transferase, unnamed subgroup (EC 2.5.1.18)	CytoplasmicMembrane	8.46		
1_4670_gene	GW101-3H11_contig_1_4670	2-pyrone-4,6-dicarboxylic acid hydrolase (EC 3.1.1.57)	Cytoplasmic	8.96		
1_4723_gene	GW101-3H11_contig_1_4723	NAD(P)H-flavin oxidoreductase	Unknown	2.00		
1_3434_gene	GW101-3H11_contig_1_3434	FIG01199668: hypothetical protein	Cytoplasmic	8.96		
1_743_gene	GW101-3H11_contig_1_743	Putative signal peptide protein	Periplasmic	9.84		
1_4023_gene	GW101-3H11_contig_1_4023	Signal recognition particle receptor FtsY	Unknown	6.29	(This protein may have multiple localization sites.)	
1_3783_gene	GW101-3H11_contig_1_3783	Hemoglobin-like protein HbN; Cyanoglobin	Unknown	2.50		
1_4405_gene	GW101-3H11_contig_1_4405	Alkyl hydroperoxide reductase and/or thiol-specific antioxidant family (AhpC/TSA) protein	Unknown	2.50		
1_2552_gene	GW101-3H11_contig_1_2552	Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)	Periplasmic	10.00		
1_4015_gene	GW101-3H11_contig_1_4015	peptidase, M48 family( EC:3.4.24.- )	Periplasmic	9.84		
1_4786_gene	GW101-3H11_contig_1_4786	Hypothetical protein COG3496	Unknown	2.00		
1_1067_gene	GW101-3H11_contig_1_1067	ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGs	Cytoplasmic	9.97		
1_2873_gene	GW101-3H11_contig_1_2873	Glutathione S-transferase domain protein	Unknown	2.00		
1_3015_gene	GW101-3H11_contig_1_3015	Predicted Lactate-responsive regulator, IclR family	Cytoplasmic	9.97		
1_3204_gene	GW101-3H11_contig_1_3204	Transcriptional regulator, PadR family	Cytoplasmic	8.96		
1_3752_gene	GW101-3H11_contig_1_3752	Iron-sulfur cluster-binding protein, Rieske family	Unknown	2.00		
1_4381_gene	GW101-3H11_contig_1_4381	Flagellar protein FlgJ [peptidoglycan hydrolase]	Periplasmic	9.44		
1_2841_gene	GW101-3H11_contig_1_2841	Glucans biosynthesis protein C (EC 2.1.-.-)	CytoplasmicMembrane	10.00		
1_499_gene	GW101-3H11_contig_1_499	Type IV pilus assembly ATPase component PilU	Cytoplasmic	9.97		
1_4127_gene	GW101-3H11_contig_1_4127	Type IV pilus assembly ATPase component PilU	Cytoplasmic	9.97		
1_1177_gene	GW101-3H11_contig_1_1177	A/G-specific adenine glycosylase (EC 3.2.2.-)	Cytoplasmic	9.97		
1_1892_gene	GW101-3H11_contig_1_1892	Uncharacterized transposase YagA	Cytoplasmic	8.96		
1_842_gene	GW101-3H11_contig_1_842	Uncharacterized transposase YagA	Cytoplasmic	8.96		
1_810_gene	GW101-3H11_contig_1_810	General secretion pathway protein K	CytoplasmicMembrane	9.86		
1_950_gene	GW101-3H11_contig_1_950	General secretion pathway protein K	CytoplasmicMembrane	9.97		
1_1906_gene	GW101-3H11_contig_1_1906	ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)	CytoplasmicMembrane	9.99		
1_4161_gene	GW101-3H11_contig_1_4161	Multi-sensor signal transduction histidine kinase	CytoplasmicMembrane	10.00		
1_3826_gene	GW101-3H11_contig_1_3826	putative esterase	Unknown	2.00		
1_4784_gene	GW101-3H11_contig_1_4784	FIG026291: Hypothetical periplasmic protein	CytoplasmicMembrane	9.86		
1_4533_gene	GW101-3H11_contig_1_4533	FIG026291: Hypothetical periplasmic protein	Unknown	2.50		
1_3287_gene	GW101-3H11_contig_1_3287	Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)	CytoplasmicMembrane	9.82		
1_3836_gene	GW101-3H11_contig_1_3836	Multidrug resistance transporter, Bcr/CflA family	CytoplasmicMembrane	10.00		
1_3582_gene	GW101-3H11_contig_1_3582	Multidrug resistance transporter, Bcr/CflA family	CytoplasmicMembrane	10.00		
1_4528_gene	GW101-3H11_contig_1_4528	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Cytoplasmic	9.97		
1_1618_gene	GW101-3H11_contig_1_1618	Autolysin sensor kinase (EC 2.7.3.-)	CytoplasmicMembrane	10.00		
1_3797_gene	GW101-3H11_contig_1_3797	Autolysin sensor kinase (EC 2.7.3.-)	CytoplasmicMembrane	10.00		
1_2982_gene	GW101-3H11_contig_1_2982	Transcriptional regulator, Crp/Fnr family	Cytoplasmic	9.97		
1_3050_gene	GW101-3H11_contig_1_3050	Transcriptional regulator, Crp/Fnr family	Cytoplasmic	9.26		
