feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_1818_gene	FW510-R12_contig_1_1818	Glutathione S-transferase (EC 2.5.1.18)	Cytoplasmic	9.26		
1_2428_gene	FW510-R12_contig_1_2428	Glutathione S-transferase (EC 2.5.1.18)	Cytoplasmic	9.97		
1_3081_gene	FW510-R12_contig_1_3081	YrbA protein	Unknown	2.00		
1_1738_gene	FW510-R12_contig_1_1738	DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	Cytoplasmic	9.97		
1_1591_gene	FW510-R12_contig_1_1591	Copper resistance protein B	OuterMembrane	9.93		
1_2152_gene	FW510-R12_contig_1_2152	Copper resistance protein B	OuterMembrane	9.93		
2_79_gene	FW510-R12_contig_2_79	Copper resistance protein B	OuterMembrane	9.93		
1_3314_gene	FW510-R12_contig_1_3314	Xaa-Pro dipeptidase PepQ (EC 3.4.13.9)	Cytoplasmic	9.97		
1_1490_gene	FW510-R12_contig_1_1490	probable exported protein YPO1624	Unknown	2.50		
1_2981_gene	FW510-R12_contig_1_2981	Flagellar basal-body rod protein FlgC	Periplasmic	10.00		Flagellar
1_2275_gene	FW510-R12_contig_1_2275	Translation elongation factor P Lys34--(R)-beta-lysine ligase	Cytoplasmic	10.00		
1_548_gene	FW510-R12_contig_1_548	Deoxyribonuclease TatD	Cytoplasmic	9.97		
1_468_gene	FW510-R12_contig_1_468	Phosphomevalonate kinase (EC 2.7.4.2)	Unknown	2.00		
1_920_gene	FW510-R12_contig_1_920	Phosphoenolpyruvate carboxykinase [GTP] (EC 4.1.1.32)	Cytoplasmic	9.26		
1_1441_gene	FW510-R12_contig_1_1441	Ferredoxin	Unknown	2.00		
1_3368_gene	FW510-R12_contig_1_3368	Transketolase (EC 2.2.1.1)	Cytoplasmic	9.97		
1_3558_gene	FW510-R12_contig_1_3558	Transketolase (EC 2.2.1.1)	Cytoplasmic	9.26		
1_1480_gene	FW510-R12_contig_1_1480	Methylthioadenosine deaminase (EC 3.5.4.31); S-adenosylhomocysteine deaminase (EC 3.5.4.28)	Cytoplasmic	9.97		
1_2107_gene	FW510-R12_contig_1_2107	Acyl-CoA dehydrogenase	Cytoplasmic	9.97		
1_2087_gene	FW510-R12_contig_1_2087	Acyl-CoA dehydrogenase	Cytoplasmic	8.96		
1_2562_gene	FW510-R12_contig_1_2562	Acyl-CoA dehydrogenase	Cytoplasmic	9.97		
1_2684_gene	FW510-R12_contig_1_2684	Acyl-CoA dehydrogenase	Cytoplasmic	9.97		
1_923_gene	FW510-R12_contig_1_923	Acyl-CoA dehydrogenase	CytoplasmicMembrane	10.00		
1_2102_gene	FW510-R12_contig_1_2102	Acyl-CoA dehydrogenase	Cytoplasmic	9.97		
1_2086_gene	FW510-R12_contig_1_2086	Acyl-CoA dehydrogenase	Unknown	2.00		
1_2226_gene	FW510-R12_contig_1_2226	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	Cytoplasmic	9.97		
1_1915_gene	FW510-R12_contig_1_1915	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	Cytoplasmic	9.97		
1_2547_gene	FW510-R12_contig_1_2547	Efflux ABC transporter, ATP-binding protein	CytoplasmicMembrane	7.88		
1_728_gene	FW510-R12_contig_1_728	Efflux ABC transporter, ATP-binding protein	Unknown	6.29	(This protein may have multiple localization sites.)	
1_24_gene	FW510-R12_contig_1_24	Efflux ABC transporter, ATP-binding protein	CytoplasmicMembrane	9.82		
1_1353_gene	FW510-R12_contig_1_1353	Efflux ABC transporter, ATP-binding protein	CytoplasmicMembrane	9.82		
1_1826_gene	FW510-R12_contig_1_1826	Efflux ABC transporter, ATP-binding protein	CytoplasmicMembrane	7.88		
1_1512_gene	FW510-R12_contig_1_1512	3-hydroxyacyl-CoA dehydrogenase	CytoplasmicMembrane	8.47		
1_2848_gene	FW510-R12_contig_1_2848	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	Periplasmic	9.83		
1_257_gene	FW510-R12_contig_1_257	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	CytoplasmicMembrane	10.00		
1_654_gene	FW510-R12_contig_1_654	Nucleotide pyrophosphatase (EC 3.6.1.9); Alkaline phosphodiesterase I (EC 3.1.4.1)	Unknown	2.50		
1_2456_gene	FW510-R12_contig_1_2456	Nucleotide pyrophosphatase (EC 3.6.1.9); Alkaline phosphodiesterase I (EC 3.1.4.1)	Unknown	2.00		
1_3516_gene	FW510-R12_contig_1_3516	AmpG permease	CytoplasmicMembrane	10.00		
1_2402_gene	FW510-R12_contig_1_2402	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	Cytoplasmic	9.97		
1_351_gene	FW510-R12_contig_1_351	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	Cytoplasmic	9.97		
1_2996_gene	FW510-R12_contig_1_2996	Signal recognition particle receptor FtsY	Cytoplasmic	9.12		
1_1354_gene	FW510-R12_contig_1_1354	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)	Cytoplasmic	9.97		
1_2814_gene	FW510-R12_contig_1_2814	Twin-arginine translocation protein TatA	Unknown	2.00		
1_790_gene	FW510-R12_contig_1_790	Twin-arginine translocation protein TatA	CytoplasmicMembrane	9.82		
1_1849_gene	FW510-R12_contig_1_1849	poly (3-hydroxybutyrate) depolymerase( EC:3.1.1.75 )	Periplasmic	9.84		
1_111_gene	FW510-R12_contig_1_111	FIG01211092: hypothetical protein	Cytoplasmic	8.96		
1_3517_gene	FW510-R12_contig_1_3517	Exodeoxyribonuclease III (EC 3.1.11.2)	Cytoplasmic	9.26		
1_478_gene	FW510-R12_contig_1_478	Exodeoxyribonuclease III (EC 3.1.11.2)	Cytoplasmic	9.97		
1_760_gene	FW510-R12_contig_1_760	NnrU family protein, required for expression of nitric oxide and nitrite reductases (Nir and Nor)	CytoplasmicMembrane	10.00		
1_1886_gene	FW510-R12_contig_1_1886	Alanine racemase (EC 5.1.1.1)	Cytoplasmic	9.97		
1_3392_gene	FW510-R12_contig_1_3392	Succinate dehydrogenase hydrophobic membrane anchor protein	CytoplasmicMembrane	10.00		
1_2475_gene	FW510-R12_contig_1_2475	Succinate dehydrogenase hydrophobic membrane anchor protein	CytoplasmicMembrane	10.00		
1_1271_gene	FW510-R12_contig_1_1271	LSU ribosomal protein L16p (L10e)	Cytoplasmic	9.26		
1_2583_gene	FW510-R12_contig_1_2583	FIG00853729: hypothetical protein	Unknown	2.00		
1_1524_gene	FW510-R12_contig_1_1524	Ferrous iron transporter FeoB	CytoplasmicMembrane	10.00		
1_1530_gene	FW510-R12_contig_1_1530	Programmed cell death toxin MazF like	Unknown	2.00		
1_2197_gene	FW510-R12_contig_1_2197	GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2); GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)	Cytoplasmic	9.97		
1_2312_gene	FW510-R12_contig_1_2312	Alanine dehydrogenase (EC 1.4.1.1)	Cytoplasmic	9.26		
1_1998_gene	FW510-R12_contig_1_1998	Phenol hydroxylase, P2 regulatory component DmpM (EC 1.14.13.7)	Unknown	2.00		
1_1393_gene	FW510-R12_contig_1_1393	Periplasmic sensor signal transduction histidine kinase	CytoplasmicMembrane	9.99		
1_2838_gene	FW510-R12_contig_1_2838	Periplasmic sensor signal transduction histidine kinase	CytoplasmicMembrane	10.00		
1_1834_gene	FW510-R12_contig_1_1834	Uncharacterized protein YfgD, not an arsenate reductase	Cytoplasmic	9.97		
1_524_gene	FW510-R12_contig_1_524	CRISPR-associated protein, Csy4 family	Unknown	2.00		
1_3556_gene	FW510-R12_contig_1_3556	Glucose-6-phosphate isomerase (EC 5.3.1.9)	Cytoplasmic	9.97		
1_1550_gene	FW510-R12_contig_1_1550	PhnB protein	Cytoplasmic	8.96		
1_2423_gene	FW510-R12_contig_1_2423	PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein	Cytoplasmic	9.26		
1_1926_gene	FW510-R12_contig_1_1926	Excinuclease ABC subunit C	Cytoplasmic	9.97		
1_2724_gene	FW510-R12_contig_1_2724	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	Cytoplasmic	9.97		
1_901_gene	FW510-R12_contig_1_901	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4); Adenylylsulfate kinase (EC 2.7.1.25)	Cytoplasmic	9.97		
1_3097_gene	FW510-R12_contig_1_3097	FIG074102: hypothetical protein	Unknown	2.00		
1_3106_gene	FW510-R12_contig_1_3106	FIG074102: hypothetical protein	Unknown	2.00		
1_2670_gene	FW510-R12_contig_1_2670	Exopolyphosphatase (EC 3.6.1.11)	CytoplasmicMembrane	8.46		
1_2051_gene	FW510-R12_contig_1_2051	Toxin HigB	Unknown	2.00		
1_780_gene	FW510-R12_contig_1_780	Toxin HigB; Protein kinase domain of HipA	Cytoplasmic	8.96		
1_193_gene	FW510-R12_contig_1_193	Toxin HigB	Unknown	2.00		
1_897_gene	FW510-R12_contig_1_897	Toxin HigB	Unknown	2.00		
1_1205_gene	FW510-R12_contig_1_1205	Toxin HigB	Unknown	2.00		
1_2126_gene	FW510-R12_contig_1_2126	Toxin HigB	Unknown	2.00		
1_1016_gene	FW510-R12_contig_1_1016	Redox-sensing transcriptional regulator QorR	Cytoplasmic	8.96		
1_2104_gene	FW510-R12_contig_1_2104	Electron transfer flavoprotein, beta subunit	Cytoplasmic	8.96		
1_891_gene	FW510-R12_contig_1_891	Electron transfer flavoprotein, beta subunit	Cytoplasmic	8.96		
1_2219_gene	FW510-R12_contig_1_2219	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33)	Unknown	2.00		
1_2487_gene	FW510-R12_contig_1_2487	PhbF	Unknown	2.00		
1_3443_gene	FW510-R12_contig_1_3443	Hydrolase, haloacid delahogenase-like family	Cytoplasmic	8.96		
1_1814_gene	FW510-R12_contig_1_1814	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107); Precorrin-2 oxidase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)	Unknown	7.33	(This protein may have multiple localization sites.)	
1_1573_gene	FW510-R12_contig_1_1573	Oxidoreductase YdhF	Cytoplasmic	9.97		
1_607_gene	FW510-R12_contig_1_607	Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)	Cytoplasmic	9.97		
1_202_gene	FW510-R12_contig_1_202	Phage integrase	Unknown	2.00		
1_2042_gene	FW510-R12_contig_1_2042	Phage integrase	Unknown	2.00		
1_2052_gene	FW510-R12_contig_1_2052	Phage integrase	Unknown	2.00		
1_2125_gene	FW510-R12_contig_1_2125	Phage integrase	Unknown	2.00		
1_2299_gene	FW510-R12_contig_1_2299	Phage integrase	Cytoplasmic	8.96		
1_2769_gene	FW510-R12_contig_1_2769	Two-component transcriptional response regulator, NarL/FixJ family	Cytoplasmic	9.97		
1_3335_gene	FW510-R12_contig_1_3335	Two-component transcriptional response regulator, NarL/FixJ family	Cytoplasmic	9.97		
1_3501_gene	FW510-R12_contig_1_3501	Proposed lipoate regulatory protein YbeD	Unknown	2.00		
1_2347_gene	FW510-R12_contig_1_2347	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	Cytoplasmic	9.97		
1_1221_gene	FW510-R12_contig_1_1221	PaaD-like protein (DUF59) involved in Fe-S cluster assembly	Cytoplasmic	8.96		
1_1438_gene	FW510-R12_contig_1_1438	Abortive infection protein	CytoplasmicMembrane	10.00		
1_3247_gene	FW510-R12_contig_1_3247	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	Cytoplasmic	9.97		
1_1625_gene	FW510-R12_contig_1_1625	[4Fe-4S] cluster assembly scaffold protein Mrp (=ApbC)	CytoplasmicMembrane	7.88		
1_2377_gene	FW510-R12_contig_1_2377	Ribonuclease HI (EC 3.1.26.4)	Unknown	2.00		
1_553_gene	FW510-R12_contig_1_553	General secretion pathway protein I	Unknown	2.00		
1_2112_gene	FW510-R12_contig_1_2112	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	Cytoplasmic	9.26		
1_1673_gene	FW510-R12_contig_1_1673	Imidazole glycerol phosphate synthase amidotransferase subunit HisH	Cytoplasmic	9.97		
1_251_gene	FW510-R12_contig_1_251	Protein YcgL	Cytoplasmic	9.26		
1_1312_gene	FW510-R12_contig_1_1312	Maebl	Cytoplasmic	8.96		
1_470_gene	FW510-R12_contig_1_470	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)	Cytoplasmic	9.26		
1_1117_gene	FW510-R12_contig_1_1117	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)	Cytoplasmic	9.97		
1_1811_gene	FW510-R12_contig_1_1811	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	Cytoplasmic	9.97		
1_2356_gene	FW510-R12_contig_1_2356	GTP-binding protein Era	CytoplasmicMembrane	7.88		
1_1595_gene	FW510-R12_contig_1_1595	Copper/silver efflux RND transporter, outer membrane protein CusC	Unknown	2.50		
1_213_gene	FW510-R12_contig_1_213	McrBC 5-methylcytosine restriction system component	Cytoplasmic	8.96		
1_318_gene	FW510-R12_contig_1_318	Glutathione S-transferase	Cytoplasmic	8.96		
1_2576_gene	FW510-R12_contig_1_2576	Glutathione S-transferase; Maleylacetoacetate isomerase (EC 5.2.1.2)	Cytoplasmic	9.97		
1_2349_gene	FW510-R12_contig_1_2349	Adenylate cyclase	Unknown	2.00		
1_1767_gene	FW510-R12_contig_1_1767	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	Cytoplasmic	9.12		
1_391_gene	FW510-R12_contig_1_391	Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase	Cytoplasmic	9.26		
1_3422_gene	FW510-R12_contig_1_3422	Sensor histidine kinase PhoQ (EC 2.7.13.3)	CytoplasmicMembrane	9.82		
1_768_gene	FW510-R12_contig_1_768	Transposase	Unknown	2.00		
1_969_gene	FW510-R12_contig_1_969	Transposase	Cytoplasmic	8.96		
1_3313_gene	FW510-R12_contig_1_3313	Transposase	Cytoplasmic	8.96		
2_106_gene	FW510-R12_contig_2_106	Transposase	Cytoplasmic	8.96		
1_769_gene	FW510-R12_contig_1_769	Transposase	CytoplasmicMembrane	9.82		
1_1454_gene	FW510-R12_contig_1_1454	Transposase	Cytoplasmic	8.96		
1_1337_gene	FW510-R12_contig_1_1337	Transposase	CytoplasmicMembrane	9.82		
1_194_gene	FW510-R12_contig_1_194	Transposase	Cytoplasmic	8.96		
1_801_gene	FW510-R12_contig_1_801	Transposase	Unknown	2.00		
1_2119_gene	FW510-R12_contig_1_2119	Transposase	Cytoplasmic	8.96		
1_1692_gene	FW510-R12_contig_1_1692	Transposase	CytoplasmicMembrane	9.82		
1_1442_gene	FW510-R12_contig_1_1442	Transposase	CytoplasmicMembrane	9.82		
1_632_gene	FW510-R12_contig_1_632	Transposase	Unknown	2.00		
1_2610_gene	FW510-R12_contig_1_2610	Transposase	Cytoplasmic	8.96		
1_2799_gene	FW510-R12_contig_1_2799	Transposase	CytoplasmicMembrane	9.82		
1_2120_gene	FW510-R12_contig_1_2120	Transposase	Cytoplasmic	8.96		
1_1558_gene	FW510-R12_contig_1_1558	Transposase	Cytoplasmic	8.96		
1_3429_gene	FW510-R12_contig_1_3429	Transposase	Cytoplasmic	8.96		
1_299_gene	FW510-R12_contig_1_299	Transposase	CytoplasmicMembrane	9.82		
1_3123_gene	FW510-R12_contig_1_3123	Transposase	Cytoplasmic	8.96		
1_3482_gene	FW510-R12_contig_1_3482	Transposase	Cytoplasmic	8.96		
1_2169_gene	FW510-R12_contig_1_2169	Transposase	Cytoplasmic	8.96		
1_1010_gene	FW510-R12_contig_1_1010	Outer membrane beta-barrel assembly protein BamD	OuterMembrane	9.92		
1_1179_gene	FW510-R12_contig_1_1179	Dihydrofolate reductase (EC 1.5.1.3)	Unknown	2.00		
1_3170_gene	FW510-R12_contig_1_3170	Dihydrofolate reductase (EC 1.5.1.3)	Unknown	2.00		
1_2818_gene	FW510-R12_contig_1_2818	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)	Cytoplasmic	9.97		
1_1355_gene	FW510-R12_contig_1_1355	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)	Cytoplasmic	9.97		
1_26_gene	FW510-R12_contig_1_26	Dipeptidyl aminopeptidases/acylaminoacyl-peptidases	Unknown	2.50		
1_647_gene	FW510-R12_contig_1_647	2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16); 3'-nucleotidase (EC 3.1.3.6)	Periplasmic	9.76		
1_2959_gene	FW510-R12_contig_1_2959	Flagellar hook-length control protein FliK	Unknown	2.50		
1_1006_gene	FW510-R12_contig_1_1006	Two-component sensor PilS	CytoplasmicMembrane	10.00		
1_3137_gene	FW510-R12_contig_1_3137	Diaminopimelate decarboxylase (EC 4.1.1.20); Aspartokinase (EC 2.7.2.4)	Cytoplasmic	9.26		
1_3352_gene	FW510-R12_contig_1_3352	Diaminopimelate decarboxylase (EC 4.1.1.20)	Cytoplasmic	9.97		
1_1852_gene	FW510-R12_contig_1_1852	Two-component system sensor histidine kinase	CytoplasmicMembrane	10.00		
1_3250_gene	FW510-R12_contig_1_3250	Two-component system sensor histidine kinase	CytoplasmicMembrane	10.00		
1_12_gene	FW510-R12_contig_1_12	Two-component system sensor histidine kinase	CytoplasmicMembrane	10.00		
1_1166_gene	FW510-R12_contig_1_1166	Two-component system sensor histidine kinase	CytoplasmicMembrane	7.88		
1_3006_gene	FW510-R12_contig_1_3006	Two-component system sensor histidine kinase	CytoplasmicMembrane	10.00		
1_926_gene	FW510-R12_contig_1_926	Two-component system sensor histidine kinase	CytoplasmicMembrane	10.00		
1_2770_gene	FW510-R12_contig_1_2770	Two-component system sensor histidine kinase	CytoplasmicMembrane	10.00		
1_2248_gene	FW510-R12_contig_1_2248	Two-component system sensor histidine kinase	CytoplasmicMembrane	10.00		
1_2484_gene	FW510-R12_contig_1_2484	Outer membrane factor (OMF) lipoprotein associated wth EmrAB-OMF efflux system	OuterMembrane	10.00		
1_150_gene	FW510-R12_contig_1_150	Outer membrane factor (OMF) lipoprotein associated wth EmrAB-OMF efflux system	OuterMembrane	10.00		
1_1637_gene	FW510-R12_contig_1_1637	Phosphatidylserine decarboxylase (EC 4.1.1.65)	CytoplasmicMembrane	10.00		
1_3010_gene	FW510-R12_contig_1_3010	Phosphatidylserine decarboxylase (EC 4.1.1.65)	Cytoplasmic	8.96		
1_1000_gene	FW510-R12_contig_1_1000	Type IV fimbriae expression regulatory protein PilR	Cytoplasmic	9.97		
1_1173_gene	FW510-R12_contig_1_1173	Diacylglycerol kinase (EC 2.7.1.107)	CytoplasmicMembrane	10.00		
1_1916_gene	FW510-R12_contig_1_1916	Nudix-like NDP and NTP phosphohydrolase NudJ	Cytoplasmic	9.26		
1_1491_gene	FW510-R12_contig_1_1491	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	Cytoplasmic	9.97		
1_2978_gene	FW510-R12_contig_1_2978	Flagellar basal-body rod protein FlgF	Periplasmic	9.44		
1_3152_gene	FW510-R12_contig_1_3152	Rhomboid family protein	CytoplasmicMembrane	9.82		
1_2729_gene	FW510-R12_contig_1_2729	Rhomboid family protein	CytoplasmicMembrane	10.00		
1_1236_gene	FW510-R12_contig_1_1236	Response regulator of zinc sigma-54-dependent two-component system	Cytoplasmic	9.26		
1_2749_gene	FW510-R12_contig_1_2749	23S rRNA (guanine(2069)-N(7))-methyltransferase (EC 2.1.1.264); 23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173)	Cytoplasmic	9.97		
1_3404_gene	FW510-R12_contig_1_3404	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	Cytoplasmic	9.97		
1_1579_gene	FW510-R12_contig_1_1579	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4); Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	Cytoplasmic	9.26		
1_1219_gene	FW510-R12_contig_1_1219	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	CytoplasmicMembrane	10.00		
1_1593_gene	FW510-R12_contig_1_1593	CopG protein	Unknown	2.50		
1_1667_gene	FW510-R12_contig_1_1667	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	Cytoplasmic	9.97		
1_653_gene	FW510-R12_contig_1_653	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46) periplasmic (secreted in GramPositives)	Periplasmic	9.76		
1_651_gene	FW510-R12_contig_1_651	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46) periplasmic (secreted in GramPositives)	Unknown	2.00		
1_667_gene	FW510-R12_contig_1_667	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46) periplasmic (secreted in GramPositives)	Unknown	2.00		
1_3559_gene	FW510-R12_contig_1_3559	FIG01209733: hypothetical protein	CytoplasmicMembrane	10.00		
1_1290_gene	FW510-R12_contig_1_1290	Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation	CytoplasmicMembrane	10.00		
1_888_gene	FW510-R12_contig_1_888	Probable dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	Unknown	2.00		
1_859_gene	FW510-R12_contig_1_859	Maleylacetoacetate isomerase (EC 5.2.1.2); Glutathione S-transferase, zeta (EC 2.5.1.18)	Cytoplasmic	9.97		
1_2897_gene	FW510-R12_contig_1_2897	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase PpnN (EC 3.2.2.4) (EC 3.2.2.10)	Cytoplasmic	8.96		
1_1529_gene	FW510-R12_contig_1_1529	Programmed cell death antitoxin MazE like	Unknown	2.00		
1_1751_gene	FW510-R12_contig_1_1751	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	Cytoplasmic	9.26		
1_1929_gene	FW510-R12_contig_1_1929	Pheromone shutdown protein	CytoplasmicMembrane	10.00		
1_471_gene	FW510-R12_contig_1_471	Ribosomal protein S6--L-glutamate ligase	Cytoplasmic	9.97		
1_3252_gene	FW510-R12_contig_1_3252	Ribosomal protein S6--L-glutamate ligase	Cytoplasmic	9.97		
1_2589_gene	FW510-R12_contig_1_2589	PDZ domain family protein	Unknown	2.50		
1_661_gene	FW510-R12_contig_1_661	PDZ domain family protein	Unknown	2.50		
1_2983_gene	FW510-R12_contig_1_2983	Chemotaxis protein CheV (EC 2.7.3.-)	Cytoplasmic	9.97		
1_1620_gene	FW510-R12_contig_1_1620	Methionyl-tRNA synthetase (EC 6.1.1.10)	Cytoplasmic	9.97		
1_1918_gene	FW510-R12_contig_1_1918	ATP-dependent Clp protease ATP-binding subunit ClpA	Cytoplasmic	9.97		
1_3493_gene	FW510-R12_contig_1_3493	Peptidase M1 family protein	Unknown	2.50		
1_3494_gene	FW510-R12_contig_1_3494	Peptidase M1 family protein	Cytoplasmic	9.26		
1_3362_gene	FW510-R12_contig_1_3362	Histidine kinase	CytoplasmicMembrane	10.00		
1_1253_gene	FW510-R12_contig_1_1253	LSU ribosomal protein L11p (L12e)	Cytoplasmic	9.26		
1_375_gene	FW510-R12_contig_1_375	FIG056164: rhomboid family serine protease	CytoplasmicMembrane	10.00		
1_1404_gene	FW510-R12_contig_1_1404	FIG056164: rhomboid family serine protease	CytoplasmicMembrane	10.00		
1_1759_gene	FW510-R12_contig_1_1759	DNA polymerase III delta prime subunit (EC 2.7.7.7)	Unknown	4.99	(This protein may have multiple localization sites.)	
1_1088_gene	FW510-R12_contig_1_1088	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	CytoplasmicMembrane	10.00		
1_706_gene	FW510-R12_contig_1_706	predicted nucleoside-diphosphate-sugar epimerase	CytoplasmicMembrane	10.00		
1_3339_gene	FW510-R12_contig_1_3339	Uncharacterized UPF0721 integral membrane protein	CytoplasmicMembrane	10.00		
1_1983_gene	FW510-R12_contig_1_1983	SAM-dependent methyltransferase SCO3452 (UbiE paralog)	Cytoplasmic	8.96		
1_887_gene	FW510-R12_contig_1_887	Capsular polysaccharide biosynthesis protein CapD	Cytoplasmic	8.96		
1_2040_gene	FW510-R12_contig_1_2040	Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)	CytoplasmicMembrane	10.00		
