Query	Seed ortholog	e-value	score	best tax lvl	Preferred_name	GO terms	EC number	KEGG KO	KEGG pathway	KEGG module	KEGG reaction	KEGG rclass	BRITE	KEGG TC	CAZy	BiGG reaction	annot lvl	matching OGs	Best OG	COG cat	description
FW510-R12_contig_1_816	1163409.UUA_14314	0.0	1842.8	Xanthomonadales	aceE	GO:0000287,GO:0003674,GO:0003824,GO:0004738,GO:0005488,GO:0005515,GO:0008150,GO:0008152,GO:0016491,GO:0016903,GO:0019842,GO:0030976,GO:0036094,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043169,GO:0046872,GO:0046983,GO:0048037,GO:0050662,GO:0055114,GO:0097159,GO:1901363,GO:1901681	1.2.4.1	ko:K00163	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200	M00307	R00014,R00209,R01699,R03270	RC00004,RC00027,RC00627,RC02742,RC02744,RC02882	br01601,ko00000,ko00001,ko00002,ko01000			e_coli_core.b0114,iAF1260.b0114,iBWG_1329.BWG_0107,iE2348C_1286.E2348C_0117,iEC55989_1330.EC55989_0107,iECDH10B_1368.ECDH10B_0094,iECDH1ME8569_1439.ECDH1ME8569_0108,iECH74115_1262.ECH74115_0121,iECIAI1_1343.ECIAI1_0112,iECNA114_1301.ECNA114_0106,iECO103_1326.ECO103_0114,iECO111_1330.ECO111_0115,iECO26_1355.ECO26_0116,iECSE_1348.ECSE_0114,iECSF_1327.ECSF_0127,iECSP_1301.ECSP_0115,iECUMN_1333.ECUMN_0111,iECW_1372.ECW_m0111,iECs_1301.ECs0118,iEKO11_1354.EKO11_3802,iETEC_1333.ETEC_0110,iEcDH1_1363.EcDH1_3488,iEcE24377_1341.EcE24377A_0116,iEcHS_1320.EcHS_A0118,iEcSMS35_1347.EcSMS35_0124,iEcolC_1368.EcolC_3545,iG2583_1286.G2583_0118,iJN746.PP_0339,iJO1366.b0114,iJR904.b0114,iUMNK88_1353.UMNK88_112,iWFL_1372.ECW_m0111,iY75_1357.Y75_RS00580,iZ_1308.Z0124	Bacteria	1MV21@1224,1RN6K@1236,1X3YZ@135614,COG2609@1,COG2609@2	NA|NA|NA	C	Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)
FW510-R12_contig_1_817	1163409.UUA_14309	1.2999999999999999e-285	988.4	Xanthomonadales				ko:K08369					ko00000,ko02000	2.A.1			Bacteria	1MVQQ@1224,1RU5S@1236,1X50X@135614,COG0477@1,COG2814@2	NA|NA|NA	EGP	Sugar phosphate permease
FW510-R12_contig_1_818	1163409.UUA_14304	7e-53	213.0	Xanthomonadales													Bacteria	1QBA6@1224,1T6UT@1236,1X86V@135614,2ANZ1@1,31E02@2	NA|NA|NA		
FW510-R12_contig_1_819	1163409.UUA_14294	0.0	1262.7	Gammaproteobacteria													Bacteria	1RIH1@1224,1SPH6@1236,COG3507@1,COG3507@2	NA|NA|NA	G	F5/8 type C domain
FW510-R12_contig_1_820	1163409.UUA_14289	6.9e-159	566.6	Xanthomonadales													Bacteria	1N05R@1224,1S34T@1236,1X5DC@135614,COG4874@1,COG4874@2	NA|NA|NA	S	protein conserved in bacteria containing a pentein-type domain
FW510-R12_contig_1_821	1163409.UUA_14284	3.2999999999999997e-49	200.7	Xanthomonadales													Bacteria	1QES8@1224,1TBMT@1236,1X96Q@135614,2AQMA@1,32IBV@2	NA|NA|NA	S	Protein of unknown function (DUF3247)
FW510-R12_contig_1_822	1163409.UUA_14279	1.6e-29	134.8	Xanthomonadales													Bacteria	1MUPW@1224,1SFAR@1236,1XC5A@135614,COG0277@1,COG0277@2	NA|NA|NA	C	Berberine and berberine like
FW510-R12_contig_1_823	1163409.UUA_14279	4.799999999999998e-41	174.1	Xanthomonadales													Bacteria	1MUPW@1224,1SFAR@1236,1XC5A@135614,COG0277@1,COG0277@2	NA|NA|NA	C	Berberine and berberine like
FW510-R12_contig_1_824	1163409.UUA_14269	1.2000000000000002e-124	452.6	Xanthomonadales													Bacteria	1N4IA@1224,1STE0@1236,1X64A@135614,COG3064@1,COG3064@2	NA|NA|NA	M	Membrane
FW510-R12_contig_1_825	1163409.UUA_14264	3.1e-75	287.7	Xanthomonadales													Bacteria	1NM4U@1224,1SIM3@1236,1X8F1@135614,2EIBG@1,33C2W@2	NA|NA|NA		
FW510-R12_contig_1_826	1163409.UUA_14259	2.4e-150	538.1	Xanthomonadales			1.14.19.11,1.14.19.2,1.14.19.26,1.16.3.1	ko:K03594,ko:K03921	ko00061,ko00860,ko01040,ko01212,map00061,map00860,map01040,map01212		R00078,R03370,R08161,R11108,R11109	RC00917,RC02758	ko00000,ko00001,ko01000,ko01004				Bacteria	1R5XX@1224,1SNJ6@1236,1X4FE@135614,COG1633@1,COG1633@2	NA|NA|NA	S	Catalyzes the formation of the isocyclic ring in chlorophyll biosynthesis. Mediates the cyclase reaction, which results in the formation of divinylprotochlorophyllide (Pchlide) characteristic of all chlorophylls from magnesium-protoporphyrin IX 13-monomethyl ester (MgPMME)
FW510-R12_contig_1_827	1163409.UUA_14254	3.2e-63	247.7	Xanthomonadales													Bacteria	1N9BR@1224,1SFNQ@1236,1X7ZF@135614,COG0589@1,COG0589@2	NA|NA|NA	T	COG0589 Universal stress protein UspA and related nucleotide-binding proteins
FW510-R12_contig_1_828	1234364.AMSF01000016_gene1691	1.1e-11	76.6	Xanthomonadales													Bacteria	1MVWD@1224,1RQR9@1236,1X4BG@135614,COG3134@1,COG3134@2	NA|NA|NA	S	membrane
FW510-R12_contig_1_829	666685.R2APBS1_3471	5.3e-67	260.4	Xanthomonadales													Bacteria	1P2T5@1224,1T0V8@1236,1X7CP@135614,COG5400@1,COG5400@2	NA|NA|NA	S	conserved protein UCP033924
FW510-R12_contig_1_830	1163408.UU9_08140	1.8000000000000001e-22	112.5	Xanthomonadales													Bacteria	1QGIT@1224,1TDYU@1236,1XB7G@135614,2ATC6@1,31IV8@2	NA|NA|NA		
FW510-R12_contig_1_831	1163409.UUA_14234	1e-115	422.9	Xanthomonadales													Bacteria	1QQR2@1224,1RTDD@1236,1X775@135614,2B0PW@1,31T1S@2	NA|NA|NA	S	Protein of unknown function (DUF2884)
FW510-R12_contig_1_832	1163409.UUA_14229	5.600000000000001e-74	283.5	Xanthomonadales													Bacteria	1QBGD@1224,1T71I@1236,1X8M1@135614,2AP58@1,31E6W@2	NA|NA|NA	S	Domain of unknown function (DUF2383)
FW510-R12_contig_1_833	1163409.UUA_14224	6e-100	370.2	Xanthomonadales													Bacteria	1RHYI@1224,1S40A@1236,1XC02@135614,COG3803@1,COG3803@2	NA|NA|NA	S	Bacterial protein of unknown function (DUF924)
FW510-R12_contig_1_835	1163409.UUA_14204	2.3e-132	478.4	Xanthomonadales	mscS	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006884,GO:0008150,GO:0008361,GO:0008381,GO:0009987,GO:0009992,GO:0015267,GO:0016020,GO:0016021,GO:0016043,GO:0019725,GO:0022607,GO:0022803,GO:0022836,GO:0022857,GO:0030104,GO:0031224,GO:0031226,GO:0032535,GO:0034220,GO:0042592,GO:0042802,GO:0043933,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0048878,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0055082,GO:0055085,GO:0065003,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0090066		ko:K03442					ko00000,ko02000	1.A.23.2			Bacteria	1N596@1224,1RQZP@1236,1X4XZ@135614,COG0668@1,COG0668@2	NA|NA|NA	M	mechanosensitive ion channel
FW510-R12_contig_1_836	1163409.UUA_14199	0.0	2257.3	Xanthomonadales				ko:K01992		M00254			ko00000,ko00002,ko02000	3.A.1			Bacteria	1PTWJ@1224,1RZH5@1236,1X55X@135614,COG0308@1,COG0308@2,COG1277@1,COG1277@2	NA|NA|NA	E	Peptidase family M1 domain
FW510-R12_contig_1_837	1163409.UUA_14194	3.2e-153	547.7	Xanthomonadales	yfiL			ko:K01990		M00254			ko00000,ko00002,ko02000	3.A.1			Bacteria	1MY19@1224,1RQ0Z@1236,1X4K5@135614,COG1131@1,COG1131@2	NA|NA|NA	V	ABC transporter
FW510-R12_contig_1_838	1163409.UUA_14189	1.2e-218	765.8	Xanthomonadales	aceF		2.3.1.12	ko:K00627	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200	M00307	R00209,R02569	RC00004,RC02742,RC02857	br01601,ko00000,ko00001,ko00002,ko01000				Bacteria	1MU7K@1224,1RNPT@1236,1X3PC@135614,COG0508@1,COG0508@2	NA|NA|NA	C	acetyltransferase component of pyruvate dehydrogenase complex
FW510-R12_contig_1_839	1163409.UUA_14184	2e-295	1021.1	Xanthomonadales	lpdA	GO:0000166,GO:0001505,GO:0003674,GO:0003824,GO:0004148,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0006082,GO:0006084,GO:0006085,GO:0006086,GO:0006090,GO:0006103,GO:0006139,GO:0006163,GO:0006164,GO:0006464,GO:0006520,GO:0006544,GO:0006546,GO:0006637,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009058,GO:0009063,GO:0009069,GO:0009071,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015036,GO:0016054,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0017144,GO:0018130,GO:0018335,GO:0019362,GO:0019438,GO:0019464,GO:0019538,GO:0019637,GO:0019693,GO:0019752,GO:0031974,GO:0031981,GO:0032787,GO:0032991,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0036094,GO:0036211,GO:0042133,GO:0042135,GO:0042737,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043436,GO:0043543,GO:0043603,GO:0043604,GO:0043648,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044272,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045239,GO:0045240,GO:0045250,GO:0045252,GO:0045254,GO:0046390,GO:0046395,GO:0046483,GO:0046496,GO:0046872,GO:0046914,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0061732,GO:0065007,GO:0065008,GO:0070013,GO:0071616,GO:0071704,GO:0072521,GO:0072522,GO:0072524,GO:0090407,GO:0097159,GO:0106077,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1902494,GO:1990204,GO:1990234	1.8.1.4	ko:K00382	ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00036,M00307,M00532	R00209,R01221,R01698,R03815,R07618,R08549	RC00004,RC00022,RC00583,RC02742,RC02833,RC02834	br01601,ko00000,ko00001,ko00002,ko01000,ko04147			iAPECO1_1312.APECO1_1869,iEcolC_1368.EcolC_3543,iPC815.YPO3417,iSFV_1184.SFV_0107,iUMN146_1321.UM146_23385	Bacteria	1MU2U@1224,1RMFF@1236,1X3MV@135614,COG1249@1,COG1249@2	NA|NA|NA	C	dehydrogenase
FW510-R12_contig_1_840	1163409.UUA_14179	6.7e-134	483.4	Proteobacteria	dapB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008839,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0019752,GO:0019877,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576	1.17.1.8	ko:K00215	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R04198,R04199	RC00478	ko00000,ko00001,ko00002,ko01000				Bacteria	1R4EU@1224,COG0289@1,COG0289@2	NA|NA|NA	E	Belongs to the DapB family
FW510-R12_contig_1_841	666685.R2APBS1_3452	4.2e-51	207.6	Xanthomonadales													Bacteria	1QBRF@1224,1T7BJ@1236,1X92I@135614,2CNHM@1,32SH4@2	NA|NA|NA		
FW510-R12_contig_1_842	666685.R2APBS1_3451	1.6e-97	362.1	Xanthomonadales				ko:K03088					ko00000,ko03021				Bacteria	1PE3A@1224,1SQ1W@1236,1X60K@135614,COG1595@1,COG1595@2	NA|NA|NA	K	Belongs to the sigma-70 factor family. ECF subfamily
FW510-R12_contig_1_843	1163409.UUA_14164	5.8e-52	209.9	Xanthomonadales													Bacteria	1P8MP@1224,1SVR1@1236,1X7ZR@135614,293NE@1,2ZR45@2	NA|NA|NA		
FW510-R12_contig_1_844	1163409.UUA_14159	1.4e-107	395.6	Xanthomonadales		GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944											Bacteria	1RHQN@1224,1S5YY@1236,1X6M3@135614,COG2860@1,COG2860@2	NA|NA|NA	S	UPF0126 domain
FW510-R12_contig_1_846	1163409.UUA_14149	1.5e-179	635.6	Xanthomonadales	dinB	GO:0000731,GO:0003674,GO:0003824,GO:0003887,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016604,GO:0016607,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0019985,GO:0031668,GO:0031974,GO:0031981,GO:0032991,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0035770,GO:0036464,GO:0042276,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0070013,GO:0071496,GO:0071704,GO:0071897,GO:0090304,GO:0140097,GO:1901360,GO:1901362,GO:1901576,GO:1990904	2.7.7.7	ko:K02346					ko00000,ko01000,ko03400				Bacteria	1MUUH@1224,1RMFM@1236,1X3D0@135614,COG0389@1,COG0389@2	NA|NA|NA	L	Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII
FW510-R12_contig_1_847	1163409.UUA_14144	3.2e-162	577.8	Xanthomonadales	mprF	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	2.3.2.3	ko:K07027,ko:K14205	ko01503,ko02020,ko05150,map01503,map02020,map05150	M00726			ko00000,ko00001,ko00002,ko01000,ko01504,ko02000	2.A.1.3.37,4.D.2		iYO844.BG12900	Bacteria	1MXH9@1224,1RPQ6@1236,1X6BB@135614,COG0392@1,COG0392@2	NA|NA|NA	S	membrane
FW510-R12_contig_1_848	1163409.UUA_14139	1.4e-159	568.9	Xanthomonadales	dcsG		6.3.5.5	ko:K01955	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000				Bacteria	1MV29@1224,1SB70@1236,1X81A@135614,COG0189@1,COG0189@2	NA|NA|NA	HJ	COG0189 Glutathione synthase Ribosomal protein S6 modification enzyme (glutaminyl transferase)
FW510-R12_contig_1_849	1163409.UUA_14134	7.8e-244	849.4	Xanthomonadales				ko:K03294					ko00000	2.A.3.2			Bacteria	1MXNJ@1224,1RY8P@1236,1X3AG@135614,COG0531@1,COG0531@2	NA|NA|NA	E	amino acid
FW510-R12_contig_1_850	1163409.UUA_14129	0.0	1294.6	Xanthomonadales			3.2.1.23,3.2.1.81	ko:K01190,ko:K01219,ko:K12308	ko00052,ko00511,ko00600,ko01100,map00052,map00511,map00600,map01100		R01105,R01678,R03355,R04783,R06114	RC00049,RC00452	ko00000,ko00001,ko01000				Bacteria	1R702@1224,1RP8Y@1236,1X9YK@135614,COG1874@1,COG1874@2	NA|NA|NA	G	Beta-agarase
FW510-R12_contig_1_851	666685.R2APBS1_3442	2.2e-43	181.8	Xanthomonadales													Bacteria	1QGX6@1224,1TEDB@1236,1XBJ3@135614,2ARXP@1,31H9K@2	NA|NA|NA		
FW510-R12_contig_1_852	1163409.UUA_06167	3.2e-63	247.7	Xanthomonadales													Bacteria	1QB0D@1224,1T6HA@1236,1X7HI@135614,2BJXM@1,32EA4@2	NA|NA|NA		
FW510-R12_contig_1_853	666685.R2APBS1_3440	5.3e-65	253.8	Xanthomonadales													Bacteria	1N1G8@1224,1S9FD@1236,1X6EP@135614,COG4539@1,COG4539@2	NA|NA|NA	S	membrane
FW510-R12_contig_1_854	1163409.UUA_06157	1.8000000000000004e-164	585.1	Xanthomonadales	purC	GO:0003674,GO:0003824,GO:0004639,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006188,GO:0006189,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046040,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	6.3.2.6,6.3.4.13	ko:K01923,ko:K01945,ko:K03566	ko00230,ko01100,ko01110,ko01130,ko02026,map00230,map01100,map01110,map01130,map02026	M00048	R04144,R04591	RC00064,RC00090,RC00162,RC00166	ko00000,ko00001,ko00002,ko01000,ko03000				Bacteria	1MUR9@1224,1RNNY@1236,1X3PE@135614,COG0152@1,COG0152@2	NA|NA|NA	F	Belongs to the SAICAR synthetase family
FW510-R12_contig_1_855	1163409.UUA_06152	3.1e-47	194.1	Xanthomonadales	cc43												Bacteria	1QM5E@1224,1TJDA@1236,1X88Y@135614,COG2863@1,COG2863@2	NA|NA|NA	C	Cytochrome c
FW510-R12_contig_1_856	666685.R2APBS1_3437	2.9e-137	494.6	Xanthomonadales	djlA	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0051087,GO:0071944		ko:K05801					ko00000,ko03110				Bacteria	1N270@1224,1RP0P@1236,1X5D4@135614,COG1076@1,COG1076@2	NA|NA|NA	O	Tellurite resistance protein TerB
FW510-R12_contig_1_857	1163407.UU7_08995	3.6e-106	391.0	Xanthomonadales	pgp	GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018108,GO:0018193,GO:0018212,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046777,GO:0071704,GO:0140096,GO:1901564	3.1.3.18	ko:K01091,ko:K07025	ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130		R01334	RC00017	ko00000,ko00001,ko01000				Bacteria	1REXF@1224,1S5AR@1236,1X67T@135614,COG0546@1,COG0546@2	NA|NA|NA	S	hydrolase
FW510-R12_contig_1_858	1163409.UUA_11663	2.6e-206	724.5	Xanthomonadales	pgk	GO:0003674,GO:0003824,GO:0004618,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576	2.7.2.3,5.3.1.1	ko:K00927,ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01015,R01512	RC00002,RC00043,RC00423	ko00000,ko00001,ko00002,ko01000,ko04147			iSbBS512_1146.SbBS512_E3351	Bacteria	1MUNU@1224,1RMUQ@1236,1X35T@135614,COG0126@1,COG0126@2	NA|NA|NA	F	Belongs to the phosphoglycerate kinase family
FW510-R12_contig_1_859	666685.R2APBS1_0560	1.9e-121	441.8	Xanthomonadales	maiA		5.2.1.2	ko:K01800	ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120	M00044	R03181	RC00867	ko00000,ko00001,ko00002,ko01000				Bacteria	1RA4Y@1224,1S2I8@1236,1X3PP@135614,COG0625@1,COG0625@2	NA|NA|NA	O	maleylacetoacetate isomerase
FW510-R12_contig_1_860	1163409.UUA_11673	1.6e-202	711.8	Xanthomonadales	uptC			ko:K02670					ko00000,ko02035,ko02044	3.A.15.2			Bacteria	1QTTX@1224,1RN0B@1236,1X3FB@135614,COG5008@1,COG5008@2	NA|NA|NA	NU	twitching motility protein
FW510-R12_contig_1_861	1163407.UU7_09015	1.9e-21	109.4	Gammaproteobacteria													Bacteria	1N86P@1224,1T0I3@1236,2E41E@1,32YY1@2	NA|NA|NA	S	Domain of unknown function (DUF4398)
FW510-R12_contig_1_862	666685.R2APBS1_0563	6.1e-45	187.6	Xanthomonadales	uptE			ko:K03286					ko00000,ko02000	1.B.6			Bacteria	1REH1@1224,1S4KP@1236,1X61J@135614,COG2885@1,COG2885@2	NA|NA|NA	M	membrane
FW510-R12_contig_1_863	1163409.UUA_11688	8.5e-34	149.1	Xanthomonadales	VPA0402			ko:K09794					ko00000				Bacteria	1QB8P@1224,1T6SZ@1236,1X83B@135614,COG2841@1,COG2841@2	NA|NA|NA	S	Protein of unknown function (DUF465)
FW510-R12_contig_1_864	666685.R2APBS1_0565	1.2e-255	888.6	Xanthomonadales	cbs		2.5.1.47,4.2.1.22	ko:K01697,ko:K01738,ko:K12339,ko:K18926	ko00260,ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00260,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021,M00035,M00338,M00715	R00891,R00897,R01290,R03132,R03601,R04859,R04942	RC00020,RC00056,RC00069,RC00256,RC00489,RC01246,RC02814,RC02821,RC02876	ko00000,ko00001,ko00002,ko01000,ko02000	2.A.1.3.30			Bacteria	1MUBE@1224,1RN6J@1236,1X4GC@135614,COG0031@1,COG0031@2,COG0517@1,COG0517@2	NA|NA|NA	E	Cystathionine beta-synthase
FW510-R12_contig_1_865	666685.R2APBS1_0566	0.0	1103.6	Xanthomonadales	glmS	GO:0003674,GO:0003824,GO:0004360,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006002,GO:0006040,GO:0006047,GO:0006139,GO:0006464,GO:0006486,GO:0006487,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009225,GO:0009987,GO:0016740,GO:0016769,GO:0019538,GO:0019637,GO:0034641,GO:0034645,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0055086,GO:0070085,GO:0070548,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901564,GO:1901566,GO:1901576	2.6.1.16	ko:K00820	ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931		R00768	RC00010,RC00163,RC02752	ko00000,ko00001,ko01000,ko01002				Bacteria	1MW4K@1224,1RMVN@1236,1X43R@135614,COG0449@1,COG0449@2	NA|NA|NA	M	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source
FW510-R12_contig_1_866	690597.JH730961_gene4725	8.999999999999998e-25	119.4	Proteobacteria				ko:K07746					ko00000,ko02048				Bacteria	1N05M@1224,COG3609@1,COG3609@2	NA|NA|NA	K	copG family
FW510-R12_contig_1_868	579405.Dd703_0304	7.5e-13	79.3	Gammaproteobacteria				ko:K19092					ko00000,ko02048				Bacteria	1N105@1224,1SATF@1236,COG3668@1,COG3668@2	NA|NA|NA	S	plasmid stabilization
